epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
143,7632.94,0.67705,0.402,1.04147,0.96612,0.94572,0.97261,0.75237,0.93811,0.40042,1.20709,0.00074801,0.00074801,0.00074801
144,7685.38,0.66876,0.39754,1.03402,0.96435,0.94673,0.97242,0.75085,0.93929,0.39989,1.2087,0.000703498,0.000703498,0.000703498
145,7738.1,0.66829,0.40299,1.03572,0.96144,0.94673,0.97236,0.75027,0.93856,0.40142,1.20912,0.00066047,0.00066047,0.00066047
146,7790.9,0.67077,0.40074,1.03022,0.96221,0.94672,0.97355,0.75025,0.93804,0.40129,1.20939,0.000618942,0.000618942,0.000618942
147,7843.12,0.68738,0.41279,1.05239,0.96123,0.94687,0.9731,0.75093,0.93803,0.40227,1.20984,0.000578926,0.000578926,0.000578926
148,7895.95,0.6804,0.40705,1.03784,0.9626,0.94673,0.97302,0.74968,0.93784,0.40195,1.20997,0.000540438,0.000540438,0.000540438
149,7950.46,0.68174,0.40953,1.03627,0.96223,0.9473,0.97297,0.74845,0.93848,0.40288,1.21149,0.000503489,0.000503489,0.000503489
150,8002.49,0.662,0.38973,1.03508,0.96138,0.94774,0.97309,0.74868,0.93999,0.40271,1.21384,0.000468094,0.000468094,0.000468094
151,8054.41,0.66503,0.39637,1.03308,0.96011,0.94874,0.97312,0.74823,0.93994,0.40297,1.21378,0.000434262,0.000434262,0.000434262
152,8106.63,0.64752,0.38991,1.02602,0.95995,0.94975,0.97347,0.74926,0.93924,0.40258,1.21384,0.000402008,0.000402008,0.000402008
153,8159.67,0.65066,0.38563,1.02593,0.96094,0.95075,0.974,0.74992,0.93876,0.40296,1.21394,0.00037134,0.00037134,0.00037134
154,8213.86,0.65206,0.38352,1.02596,0.96033,0.95075,0.97431,0.75105,0.9383,0.4032,1.21434,0.00034227,0.00034227,0.00034227
155,8267.11,0.66729,0.40413,1.037,0.96114,0.94874,0.97388,0.75058,0.9377,0.40433,1.21345,0.000314808,0.000314808,0.000314808
156,8319.3,0.66717,0.39977,1.03276,0.96125,0.94735,0.97356,0.75044,0.93717,0.40431,1.21391,0.000288963,0.000288963,0.000288963
157,8371.83,0.67213,0.39847,1.03625,0.9603,0.94806,0.97383,0.75058,0.93629,0.40527,1.21373,0.000264744,0.000264744,0.000264744
158,8423.88,0.65964,0.39707,1.02927,0.9575,0.95091,0.97395,0.75178,0.93599,0.40509,1.21382,0.000242159,0.000242159,0.000242159
159,8477.49,0.64634,0.38351,1.01833,0.95528,0.95477,0.97411,0.75194,0.93565,0.40545,1.21395,0.000221216,0.000221216,0.000221216
160,8530.97,0.65154,0.395,1.03164,0.95419,0.95477,0.97382,0.7512,0.93611,0.40548,1.21473,0.000201922,0.000201922,0.000201922
161,8584.72,0.50837,0.22741,0.90853,0.95473,0.95379,0.97385,0.75059,0.93553,0.4055,1.21513,0.000184283,0.000184283,0.000184283
162,8635.61,0.49638,0.21921,0.8993,0.9553,0.95176,0.97362,0.75011,0.93561,0.40637,1.21578,0.000168306,0.000168306,0.000168306
163,8687.32,0.50167,0.21989,0.90252,0.95464,0.95276,0.97337,0.74983,0.93545,0.40663,1.21639,0.000153997,0.000153997,0.000153997
164,8739.3,0.50355,0.22248,0.89795,0.95388,0.95276,0.97325,0.75021,0.9357,0.40737,1.21716,0.000141359,0.000141359,0.000141359
165,8790.4,0.49212,0.21239,0.89907,0.95349,0.95276,0.9731,0.7513,0.93564,0.40761,1.21754,0.000130397,0.000130397,0.000130397
166,8841.55,0.483,0.21243,0.88779,0.95354,0.95276,0.97296,0.75074,0.93562,0.40854,1.21769,0.000121116,0.000121116,0.000121116
167,8893.4,0.49301,0.21459,0.89694,0.95316,0.95276,0.97278,0.75071,0.93584,0.4091,1.21826,0.000113518,0.000113518,0.000113518
168,8944.41,0.49079,0.2155,0.89535,0.95347,0.95276,0.97273,0.75113,0.93653,0.41,1.21905,0.000107605,0.000107605,0.000107605
169,8995.79,0.48819,0.20989,0.88946,0.95368,0.9518,0.97263,0.75086,0.93667,0.41048,1.21948,0.000103381,0.000103381,0.000103381
170,9046.87,0.49184,0.21296,0.89823,0.95363,0.95078,0.9726,0.75139,0.93708,0.41188,1.22014,0.000100845,0.000100845,0.000100845
